Temperature,Top P,Success Count,Fail Count,Response
0.2,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn

"
0.1,0.5,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn

"
0.2,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
1,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvka pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

1. Distichlis spicata (L.) Greene
2. Crataeva tapia
3. Gomphrena pilosa (Presl) Scribn.

"
0.2,0.5,0,3,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0.1,0.5,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gonavea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn

"
0,0.3,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0,0.001,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gonavea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn.

"
0.1,0.001,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0.1,0.3,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
1,0.5,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonavea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
1,0.3,0,2,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn

"
0.5,0.3,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0.1,0.001,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0,0.5,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn.

"
1,0.001,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn

"
0.1,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gouania pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn.

"
1,0.001,0,2,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0.5,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gonavea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

1. Distichlis spicata (L.) Greene
2. Crataeva tapia
3. Gonavea pilosa (Presl) Scribn.

"
0.2,0.3,0,3,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is. Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall), Porous soil.

Christopher Davidson 2060 29 April 1973

Gonvea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata
Crataeva tapia
Gonvea pilosa

"
0,0.8,0,1,"RANCHO SANTA ANA BOTANIC GARDEN

PLANTS OF MEXICO

Distichlis spicata (L.) Greene

Nayarit: Isabel Island, E of Tres Marias Is.

Volcanic islet—cormorant and tern breeding ground.

In open, level to slightly sloping areas favored by the terns for nesting, near the beach; surrounded by low forest consisting almost entirely of Crataeva tapia (3-4 m tall). Porous soil.

Christopher Davidson 2060 29 April 1973

Gonavea pilosa (Presl) Scribn.

University of Michigan Herbarium

MICH

1122841

copyright reserved cm

DEC 18 1975

1 122841

Distichlis spicata (L.) Greene
Crataeva tapia
Gouania pilosa (Presl) Scribn.

"
